Q100	Q100_R37	1.0	0.999998	0.999062	0.962999	0.000419848	1.0	0.999944	0.998189	0.99999	1.0
Q100	Q100_R39	1.0	0.99376	1.0	1.0	1.0	0.999872	0.999997	1.0	1.0	1.0
Q100	Q100_R4	1.0	0.0878068	5.49274e-07	3.15628e-05	1.0	1.0	1.0	1.0	0.999937	1.0
Q100	Q100_R42	0.00046685	0.58925	0.997921	4.06828e-09	1.0	3.52915e-12	3.52915e-12	1.0	0.764529	2.81083e-09
Q100	Q100_R46	0.0117384	3.12317e-06	1.0	1.10167e-05	2.25465e-10	1.0	0.997893	1.0	1.33244e-05	4.7635e-08
Q100	Q100_R50	0.998719	0.999914	7.0723e-11	1.78422e-09	0.999902	0.00863362	0.99955	2.05684e-07	0.00620347	6.32758e-05
Q100	Q100_R57	1.0	1.0	1.0	1.66802e-05	4.1697e-08	1.0	1.0	1.0	5.4066e-08	5.56699e-07
Q100	Q100_R7	2.26458e-09	1.04516e-09	0.999989	1.61635e-14	1.0	1.19079e-08	6.36958e-06	1.35937e-05	1.1923e-05	4.95736e-13
Q100	Q100_R71	0.999998	0.999986	0.0260129	1.0	0.999992	6.55428e-09	1.0	1.0	0.597732	1.0
Q100	Q100_R9	2.54934e-08	1.06858e-05	1.0	0.999883	2.65739e-06	0.000369194	1.0	0.999969	1.0	0.0308765
Q101	Q101_R15	1.86649e-10	3.51318e-08	1.0	0.520949	3.53583e-07	0.404353	6.49757e-10	6.34951e-15	3.54872e-12	1.0
Q101	Q101_R22	3.50036e-05	6.58017e-05	0.996574	0.998954	0.99977	2.04502e-07	7.47205e-07	0.00283301	2.26392e-09	0.996551
Q101	Q101_R25	3.04894e-05	2.46166e-13	8.84912e-06	6.03674e-09	2.10438e-14	0.999432	1.14738e-11	2.60245e-11	1.128e-10	1.14014e-08
Q101	Q101_R3	0.984429	0.999254	2.71067e-07	8.98945e-12	0.00202347	1.65538e-16	7.27704e-08	0.996689	0.999996	1.0
Q101	Q101_R39	0.0634246	3.05916e-06	0.999875	7.35531e-06	7.07353e-11	7.89911e-11	8.25222e-07	0.999999	0.999999	0.999999
Q101	Q101_R44	1.0	1.0	6.46767e-09	9.44096e-11	8.747e-08	0.000377693	6.05697e-08	9.09959e-15	4.75692e-14	1.0
