Q1	Q1_R1	Massage oil	massage oil	Where I can buy good oil for massage?	is there any place i can find scented massage oils in qatar?	0.999502	6.22273e-09	0.999903	0.00064848	0.0512641	0.000546404	0.0026099	1.39669e-07	0.000110064	4.99101e-08	0.999464	6.36034e-09	0.999999	0.00421168	0.96883	0.0103603	0.00859521	1.63336e-07	0.000102155	1.31443e-08	PerfectMatch
Q1	Q1_R6	Massage oil	Philipino Massage center	Where I can buy good oil for massage?	Hi;Can any one tell me a place where i can have a good massage drom philipinies????? yesterday i had a massage in Bio-Bil they charged me 300qr for 01 hour bt it is totally waste... pls advice me if theres any philipinos....	0.0405881	5.31664e-06	1.0	0.999907	1.63448e-08	0.115743	2.72554e-07	2.04378e-05	3.68056e-11	1.0	3.13101e-06	1.70196e-07	1.0	0.998554	2.00901e-09	0.0010061	4.61805e-10	2.4296e-07	1.1471e-15	1.0	Relevant
Q1	Q1_R8	Massage oil	Best place for massage	Where I can buy good oil for massage?	Tell me; where is the best place to go for a massage? Mind you; I don't want to spend 1000QR for it... (Guys; please don't come up with answers that you would gladly do it yourself; plz...) 	0.0418312	9.13993e-10	0.211826	2.19695e-11	5.79619e-06	0.000178833	5.58236e-07	2.99213e-10	4.02233e-10	1.66635e-06	0.999411	4.65309e-08	0.0013653	3.12275e-09	1.69417e-08	1.24808e-05	6.40857e-09	2.4596e-11	8.41422e-11	1.71698e-06	Irrelevant
Q1	Q1_R10	Massage oil	body massage	Where I can buy good oil for massage?	hi there; i can see a lot of massage center here; but i dont which one is better. can someone help me which massage center is good...and how much will it cost me? thanks	0.999285	0.999968	0.141959	1.0	0.96808	1.0	8.93763e-14	1.66845e-15	0.00317199	0.00186982	0.999996	1.0	0.997741	1.0	1.0	1.0	1.68952e-08	1.61398e-16	3.43687e-05	3.13709e-07	Relevant
Q1	Q1_R22	Massage oil	What attracts you more ?	Where I can buy good oil for massage?	What attracts you more ?	0.401098	0.258988	0.962361	0.0632158	0.00173819	0.775367	0.962361	0.00386614	4.60038e-05	0.812847	0.999982	0.999966	1.0	0.999811	0.992954	0.999996	1.0	0.996916	0.982315	1.0	Irrelevant
Q1	Q1_R25	Massage oil	You have got to be joking.....Seen in a shop in Downtown Manama !	Where I can buy good oil for massage?	[img_assist|nid=54388|title=Placenta cream ????|desc=|link=none|align=left|width=440|height=388] What the hell do you do with Placenta cream ??????	1.19973e-06	0.999662	0.683478	1.70323e-09	1.94293e-05	0.000210625	4.76828e-08	0.100536	5.16809e-06	0.999491	2.51402e-07	1.0	0.999884	3.8939e-11	6.42786e-06	0.00013712	1.66217e-07	0.0178995	6.22377e-07	0.999946	Irrelevant
Q1	Q1_R27	Massage oil	Blackheads	Where I can buy good oil for massage?	Any suggestions on how to get rid of them??	1.0	0.89521	0.00876514	5.30926e-06	1.98694e-05	3.04994e-05	3.09426e-06	0.0018754	0.0061003	2.7541e-05	0.999998	0.99877	0.00120034	6.89293e-07	2.00758e-06	2.09722e-06	3.18667e-08	0.000745478	1.08575e-05	1.35778e-05	Irrelevant
Q1	Q1_R32	Massage oil	Where to get Tea Tree Oil	Where I can buy good oil for massage?	Can someone please advise me my husband wants to get Tea Tree Oil pure in Doha? thank you	0.997206	1.64539e-14	0.544284	2.08908e-08	2.95017e-05	0.00222402	0.039328	1.0	4.16702e-07	0.0101444	0.999978	2.06876e-15	0.997084	1.49787e-06	0.107927	0.00330963	0.221066	1.0	1.12321e-06	0.653639	PerfectMatch
Q1	Q1_R43	Massage oil	"very strong migraine pain what to do ?	Where I can buy good oil for massage?	plz help we are living in hell for 24 days he tried all kind of medicine that was advised to him we tried years before ""hugama"" ; acupuncture deferent oils ; teas if any one have any idea or experience with this kind of sickness plz give me advise"	0.188498	3.35248e-06	0.999927	0.249405	0.802648	0.00449761	0.00341271	0.998993	1.60315e-07	7.84808e-05	0.994696	0.00500018	1.0	1.0	1.0	0.999754	0.00301974	1.0	9.51441e-05	0.908553	Irrelevant
Q1	Q1_R46	Massage oil	--Garlic Oil--	Where I can buy good oil for massage?	Can someone please tell me where can i find Garlic Oil in Qatar? i heard it is good for hairfall. dont know if its true or not but really want to try it. So help me guys!	8.76749e-09	0.000190425	0.974387	0.00058894	0.00243969	0.985581	1.0186e-08	0.00200744	2.99917e-08	0.711621	3.01129e-11	6.3421e-07	0.940226	8.75819e-07	1.03109e-05	0.0248039	4.07862e-12	2.52225e-05	2.91941e-10	0.00507027	Irrelevant
Q2	Q2_R20	Can i exptend my family visit visa after 6 month??	Convert Tourist visa to Family visit visa	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	Hi all need your help/advice we'll be in Qatar next week; me on a working visa and tourist visa for my family (wife son;daughter). My query is can I convert their tourist visa to family visit visa even I dont have yet a Qatar ID? My profession in visa is Civil Engineer. Thanks in advance..	1.0	2.25067e-06	1.03199e-09	1.0	1.0	1.0	1.0	0.0358905	5.08428e-12	0.999999	1.0	7.70865e-07	5.36376e-12	1.0	1.0	1.0	0.999244	8.23009e-09	3.25179e-15	1.97089e-05	Relevant
Q2	Q2_R21	Can i exptend my family visit visa after 6 month??	Maximum period of a Visit Visa?	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	I'm currently in Doha on a 3 month Visit Visa. Anybody can please tell me; whether I can extend this futher more; maximum of how many months?	1.0	1.0	6.23308e-10	0.000390843	0.985964	2.99215e-18	1.0	1.0	3.23773e-08	0.999997	1.0	0.999989	1.5261e-12	1.21446e-08	0.653377	2.18183e-18	1.0	1.0	9.60023e-15	0.504817	PerfectMatch
Q2	Q2_R32	Can i exptend my family visit visa after 6 month??	Re-apply family visit visa (no need to wait 3 months)	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	My visa is expiring real soon (completed 6th months). Can my husband re-apply for a family visit visa while I exit in near country like UAE; waiting for my visa to process? Or I have to exit to my country of origin before he re apply for a family visit? Has anyone tried this procedure? Thank you very much.	0.999996	0.999999	0.775249	0.0198728	0.00709604	2.01594e-09	0.350978	2.21063e-08	2.94173e-08	0.0598008	1.0	0.999999	0.999997	0.240036	5.63904e-05	4.32318e-12	0.00130401	1.85272e-10	1.90981e-08	0.439948	Relevant
Q2	Q2_R46	Can i exptend my family visit visa after 6 month??	Visa Extension for My Sister in Law	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	Dear All; I would like to ask some help/advice from you regarding my sister's in law visa; she is under my sponsorship (family visit visa) and her visa will be expired on Nov.17;2012 (3months from the time she arrive in Doha). My question is; can I still extend her visa for another (1)one month? Please help and advice! Thank you!	1.0	1.0	1.0	1.08251e-06	0.999983	0.999851	9.04464e-10	8.10873e-06	0.000135833	0.00469917	1.0	1.0	0.999987	3.77374e-07	1.0	1.0	2.91855e-11	8.14668e-06	6.2862e-09	1.37015e-09	Relevant
Q2	Q2_R60	Can i exptend my family visit visa after 6 month??	Family visit visa extension in Imigration?	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	Dear you know imigration having any particular time for extending family visit visa? In doha; imigration office only in madina kalifa or ? which time & which days captain available there? We need to extend our family visit visa this month end then six months finished... Please help me ...	1.0	0.999997	3.91974e-06	0.465857	3.38812e-07	1.0	0.000379256	7.05933e-10	0.328693	5.34743e-05	1.0	1.0	0.00136074	0.995684	6.03854e-09	1.0	0.000499988	7.52333e-12	0.000178017	0.000131639	PerfectMatch
Q2	Q2_R65	Can i exptend my family visit visa after 6 month??	New Visit Visa Extension	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	My sponsor; who is my brother; recently applied for a visit visa extension for me. It was approved and I was extended for another 4 months. But the thing is the visa extension is just a printed form and not a sticker that should have been posted in my passport. Anyone who can comment on this? Is this really the new system? Or have we missed something?	0.908547	0.99784	0.695622	0.999726	0.027872	2.68226e-14	0.911478	6.9852e-08	0.801853	0.0029891	1.0	0.99994	0.998353	0.999996	0.999962	9.68798e-15	0.99997	2.22748e-08	0.0856881	6.07002e-05	Irrelevant
Q2	Q2_R74	Can i exptend my family visit visa after 6 month??	Family visit visa query	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	Is it a requirement to have my name on my wife's passport to get a family visit visa for 6 months? What are the other documents required to get a family visit visa (6 months) and within how many days this visa is issued? Thanks.	0.986502	0.990783	1.0	1.85037e-20	0.000915753	7.67166e-11	5.4757e-05	1.0	1.0	0.464964	0.999997	0.999996	1.0	1.66668e-19	0.000593824	9.59836e-09	6.44708e-09	1.0	1.0	9.72901e-06	Relevant
Q2	Q2_R80	Can i exptend my family visit visa after 6 month??	Return ticket required for the Family visit visa ?	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	Return ticket required for the Family visit visa ? My family coming on 26th January in visit visa; do they need return ticket to enter into the qatar ? .. Kindly reply....	0.832699	0.999983	7.858e-12	0.61465	0.0110134	0.934034	7.44128e-06	6.57882e-12	9.21153e-13	9.21153e-13	1.0	0.99998	2.56128e-08	1.0	0.999947	1.0	0.0194691	4.44191e-08	1.46086e-11	1.46086e-11	Irrelevant
Q2	Q2_R81	Can i exptend my family visit visa after 6 month??	What is the right visa to stay in qatar?	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	Hi; My husband started to work in qatar last week under work visa. currently he is in the process to apply residence permit. According to the company he worked for; I can only join him after 6 months since he need 6 months bank statement to apply my visa. Currently I am in Malaysia and planning to go there next month. May I know what is the suitable visa should i get and what are procedures to get it. Thanks.	1.0	1.92053e-11	0.999998	0.205512	1.0	2.28079e-09	2.61341e-07	1.8924e-11	0.0394837	1.0	1.0	2.84948e-06	1.0	1.0	1.0	9.85611e-08	1.16687e-08	1.55454e-09	1.0	1.0	Relevant
Q2	Q2_R83	Can i exptend my family visit visa after 6 month??	Multiple entry Visit Visa	Dear Members; I have my wife in qatar on family visit visa; now it's gonna over 6 months; can i get more 2/3 months visa?? what is the procedure?? pls inform.	Is there any option of Multiple Entry Visit Visa for Qatar? Someone is saying; there is only Single Entry visa option. Also; where can i find the list of required documents as I couldn't see any such document in moi.gov.qa website.	0.000462235	6.8471e-05	9.08163e-07	1.0	1.0	1.0	1.0	0.999639	0.99932	3.96198e-06	0.999991	4.66922e-05	2.13063e-06	1.0	1.0	1.0	1.0	0.999998	1.0	0.000561719	Relevant
Q3	Q3_R1	how to extend the visit visa after 6 months and how long period?	Maximum period of a Visit Visa?	want to extend the visit visa. What are the procedures and how long i get the extension. thanks for the answers...	I'm currently in Doha on a 3 month Visit Visa. Anybody can please tell me; whether I can extend this futher more; maximum of how many months?	1.0	0.999998	1.87156e-11	0.000492267	0.99601	1.52509e-17	1.0	1.0	3.13886e-09	0.999963	1.0	0.999989	1.5261e-12	1.21446e-08	0.653377	2.18183e-18	1.0	1.0	9.60023e-15	0.504817	PerfectMatch
Q3	Q3_R13	how to extend the visit visa after 6 months and how long period?	MAXIMUM PERIOD OF EXTENDING VISIT VISA????????	want to extend the visit visa. What are the procedures and how long i get the extension. thanks for the answers...	HI ;; IF WIFE IS UNDER HER HUSBAND'S SPONSORSHIP AND IS WILLING TO COME QATAR ON VISIT; HOW LONG SHE CAN STAY AFTER EXTENDING THE VISA EVERY MONTH? I HAVE HEARD ITS NOT POSSIBLE TO EXTEND VISIT VISA MORE THAN 6 MONTHS? CAN U PLEASE ANSWER ME.. THANKZZZ...	1.0	1.0	1.0	1.0	1.0	1.0	0.988766	0.988766	0.00572623	0.999958	1.0	1.0	1.0	1.0	1.0	1.0	0.999999	0.999999	0.981585	1.0	Relevant
Q3	Q3_R25	how to extend the visit visa after 6 months and how long period?	Convert Tourist visa to Family visit visa	want to extend the visit visa. What are the procedures and how long i get the extension. thanks for the answers...	Hi all need your help/advice we'll be in Qatar next week; me on a working visa and tourist visa for my family (wife son;daughter). My query is can I convert their tourist visa to family visit visa even I dont have yet a Qatar ID? My profession in visa is Civil Engineer. Thanks in advance..	0.999995	4.1204e-06	8.74773e-13	0.999995	1.0	1.0	0.999986	0.000211655	3.59961e-15	0.999999	1.0	7.70865e-07	5.36376e-12	1.0	1.0	1.0	0.999244	8.23009e-09	3.25179e-15	1.97089e-05	Irrelevant
Q3	Q3_R46	how to extend the visit visa after 6 months and how long period?	Is it true??? VISIT VISA????	want to extend the visit visa. What are the procedures and how long i get the extension. thanks for the answers...	Is it true that personal visit visa cannot extend to 5 months as per today news? Validity is only one month-- no more extension?	4.4067e-05	3.75026e-09	1.94592e-08	2.92403e-06	5.36362e-05	1.28045e-05	0.432131	0.97787	0.844589	7.07301e-10	0.00270986	1.70677e-12	7.51415e-06	1.25526e-07	0.0121414	1.71215e-07	5.34034e-05	0.999442	0.999611	5.40636e-09	Relevant
Q3	Q3_R49	how to extend the visit visa after 6 months and how long period?	extended visa to business visa	want to extend the visit visa. What are the procedures and how long i get the extension. thanks for the answers...	My visa is visit visa for 1 month then naextend for another 5 months then nkahanap n aq ng work nung png 4th month q. Sabi ng company mavivisahan aq then nung malapit n maxpired ung visa q ang gnawa ng company is inextend nla ng another 1 month and now wla p din aqng working visa sbi nla plage ay on process. My question is pwede p bng maextend ulit un or pwede bng business visa nlng muna while waiting for my working visa??? thanks!	2.85736e-12	2.25359e-09	8.05456e-08	1.42961e-09	5.98748e-12	0.995827	0.000158233	1.78533e-10	9.54602e-11	0.999935	3.87949e-13	4.24669e-12	6.62138e-10	2.12553e-10	8.37843e-10	1.0	0.000544907	1.10057e-09	2.54507e-09	0.999997	Relevant
Q3	Q3_R60	how to extend the visit visa after 6 months and how long period?	Resigning within probation period	want to extend the visit visa. What are the procedures and how long i get the extension. thanks for the answers...	Dear All; I have been working with a local company; my probaion period is 6 months. however i m not happy with my job; and would like to change. i got another offer from different co. 1.can i resign? if so how many days notice as per qatari law. 2.can i change my sponsorship to my new company I have done medical but finger print NOT done; not contract sign.. pls help me	0.0389758	0.012818	0.832986	0.987774	0.999281	1.99275e-09	0.99995	0.91767	0.999978	3.26756e-09	1.0	0.999583	0.999927	1.0	1.0	1.04995e-05	1.0	1.0	1.0	4.11783e-05	Irrelevant
Q3	Q3_R61	how to extend the visit visa after 6 months and how long period?	Visit Visa/Work Visa	want to extend the visit visa. What are the procedures and how long i get the extension. thanks for the answers...	Hi Guys; Do U any have idea regarding the procedure of Visas over there in Qatar. If anybody comes in visit visa and search for jobs over there. If any find the job; in that circumstance how the process will be to change the visit visa to working visa. Is it difficult and time consuming. How have to process for the change of visa???? Kindly suggest anybody..Take care	4.67827e-12	0.999974	0.00648073	7.17928e-05	1.43698e-12	1.70351e-08	1.90074e-06	7.59057e-08	2.70653e-08	6.98899e-11	1.08951e-10	1.0	0.0404767	1.00015e-05	2.32602e-16	5.09175e-10	2.48595e-10	6.80012e-11	4.13052e-06	3.78856e-15	Relevant
Q3	Q3_R68	how to extend the visit visa after 6 months and how long period?	Business Visa and NOC	want to extend the visit visa. What are the procedures and how long i get the extension. thanks for the answers...	Hello everyone; I'm already here in Qatar a month ago under business visa with my sponsor. Do I still need an NOC in order to apply for another company here in Qatar if ever I decide to go home on the 3 month period of the business visa? Thanks.	0.999991	0.999996	0.996581	4.71601e-08	0.999995	2.72475e-12	5.52621e-11	4.61415e-11	1.49144e-07	7.7802e-05	1.0	1.0	1.0	2.2156e-09	1.0	4.7152e-12	1.02649e-10	1.33323e-11	2.21274e-09	1.61761e-06	Irrelevant
